Brand#,DNVB?,List,Rank,Company,Category,addressCountry (LI),Founded (LI),Web 60 Social 40,Website,Tags,Description,Ecommerce Platform,Logo,LinkedIn,Region,Headquarters (LI),Type (LI),Specialties (LI),Company_size (LI),Facebook,FB Followers,FB Likes,Instagram,Pinterest,Youtube,TikTok,Twitter,Traffic Adjusted,FB AVG,IG Followers,YT Followers,PI Followers,TT Followers,TW Followers,"Aggr Social (0.25 FB, 0.25 IG, 0.15 YT, 0.05 PI, 0.2 TT, 0.1 TW)",2020-2022 Growth
734,Y,2:00 PM,928,golde,Food & Beverage,US,2017,"30,998",golde.co,,,Shopify,,https://www.linkedin.com/company/hellogolde/,#REF!,New York,Privately Held,wellness,1-10 employees,https://facebook.com/hellogolde,"1,800","1,619",https://instagram.com/golde,https://pinterest.com/hellogolde,,https://www.tiktok.com/@hellogolde,https://twitter.com/hellogolde,"27,251","1,710","121,764",,"9,023","26,400",188,36618.325,2.35%
668,,1800,929,Frank Darling,Accessories,US,2007,"30,860",https://frankdarling.com/,"Jewelry,Accessories","Frank Darling is finding the best quality diamonds from around the world and helping you and the partner of your dreams create the ring of theirs. Ethically sourced and sustainably grown, diamond jewelry you can try on at home — for free.","Unbounce,Klaviyo,Gatsby JS,Typeform,WordPress,WisePops,Squarespace,Refersion,Netlify,OptinMonster,Smartlook,Intercom,Affirm,Sanity",,https://www.linkedin.com/company/frankdarling/,#REF!,New York,Privately Held,not_avil,11-50 employees,https://www.facebook.com/frankdarlingny/,"1,019",971,https://www.instagram.com/frankdarling/,https://www.pinterest.ca/frankdarling_rings/_created/,,https://www.tiktok.com/@frankdarling_rings?,https://twitter.com/frankdarlingny/,"48,986",995,"10,543",,"1,955","1,280","4,337",3671.95,-0.89%
135,Y,2:00 PM,930,Backdrop,Home & Kitchen,US,2018,"30,791",backdrophome.com,,,Shopify,,https://www.linkedin.com/company/backdrophome/,#REF!,"Los Angeles, CA",Privately Held,not_avil,1-10 employees,https://www.facebook.com/BackdropBackdropBackdrop/,"5,612","4,783",https://www.instagram.com/backdrop/,https://www.pinterest.com/backdrop/,,https://www.tiktok.com/@backdroppaint?lang=en,https://twitter.com/Backdrop_Home,"37,405","5,198","61,599",,"2,263",138,"40,300",20869.875,-0.17%
1758,,master,931,The Nue Co.,Health & Wellness,US,2016,"30,548",https://www.thenueco.com/,Vitamins & Supplements,"A breakthrough range of supplements designed to redefine our attitudes to health, The Nue Co. offers targeted solutions to a swathe of common problems – from promoting gut health and supporting stress management to bolstering immunity and easing muscle aches.","Zendesk,Hubspot,Shogun,POWr,Judge Me,Friendbuy,Bazaarvoice,WisePops,Sendgrid,Oribi Analytics,Hotjar,MailChimp,Unbounce,Klaviyo,Matomo,Littledata,Heap,Recharge Payments,Ohi,GRIN,Mixpanel,Squarespace,Shopify,Klarna,Lucky Orange",https://media-exp1.licdn.com/dms/image/C560BAQGOIwtsUgUn4A/company-logo_400_400/0/1519912034420?e=1635379200&v=beta&t=TTJ1P5EKXBsDZAYKZNNSQ0CUKvRgSZpRS1tbDWtMSDM,https://www.linkedin.com/company/thenueco,#REF!,New York,Privately Held,not_avil,11-50 employees,https://www.facebook.com/thenueco,"9,972","9,233",https://www.instagram.com/thenue_co/,https://www.pinterest.com/thenueco/,https://www.youtube.com/watch?v=Qc4x7E9Bbg4,https://www.tiktok.com/@thenueco?,https://twitter.com/thenue_co?lang=en,"30,932","9,603","85,557",246,516,"30,600",,29972.575,-0.27%
1801,Y,2:00 PM,932,Topicals,Beauty & Cosmetics,US,2018,"30,435",mytopicals.com,,,Shopify,,https://www.linkedin.com/company/mytopicals/,#REF!,"Santa Monica, California",Privately Held,"E-commerce, Community, and Beauty Devices",1-10 employees,https://www.facebook.com/mytopicals,"2,504","2,306",https://www.instagram.com/mytopicals/,https://pinterest.com/mytopicals/_saved/,https://www.youtube.com/watch?v=rjsTr_n6pe8,https://www.tiktok.com/@topicals?,https://twitter.com/topicals,"49,287","2,405",,38,0,"7,750",,2156.95,5.58%
1135,,master,933,Margaux,Fashion & Apparel,US,2015,"30,041",https://margauxny.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQFVv6k5fz_kKQ/company-logo_400_400/0/1519952519044?e=1634169600&v=beta&t=jXqtzFn-6l60gavOB5xb1TNOWCsfxg30EOM-FD5QWyA,https://www.linkedin.com/company/margauxny,#REF!,"New York, NY",Partnership,"size inclusivity, shoes, and female founded",11-50 employees,https://www.facebook.com/margauxny,"8,784","8,057",https://www.instagram.com/margauxny/,https://www.pinterest.com/margauxny/,,,https://twitter.com/margauxny,"39,017","8,421","56,321",,"1,337",,"3,248",16577.025,5.35%
145,,master,934,Bangs Shoes,Fashion & Apparel,US,2012,"29,929",bangsshoes.com,,,,https://media-exp1.licdn.com/dms/image/C510BAQHZOYEIsB2IYQ/company-logo_400_400/0/1519905042723?e=1634169600&v=beta&t=_00tygawwayKH3m3ISl6wQNvX5EY6piLRWBlEyOmQFc,https://www.linkedin.com/company/bangs/,#REF!,not_avil,Privately Held,not_avil,1-10 employees,https://www.facebook.com/BANGSshoes,"22,549","21,800",https://www.instagram.com/bangsshoes/,https://www.pinterest.com/bangsshoes/,https://www.youtube.com/c/Bangsshoes,https://www.tiktok.com/@bangsshoes?lang=en,https://twitter.com/bangsshoes,0,"22,175","258,235","1,230","13,724","11,600","15,300",74823.075,#N/A
23,,master,935,ADAY,Fashion & Apparel,GB,2015,"29,692",http://www.thisisaday.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQGgZeoXRye72A/company-logo_400_400/0/1519906952412?e=1634169600&v=beta&t=Q8p2W9lvpafdTLg4FhRvhsnz9ykbi_ToL2gqjFC_ecg,https://www.linkedin.com/company/aday,#REF!,"London, England",Privately Held,not_avil,11-50 employees,https://www.facebook.com/thisisaday,"31,583","29,706",https://www.instagram.com/aday/,https://www.pinterest.com/thisisaday/,,https://www.tiktok.com/@aday?,https://twitter.com/thisisADAY,"22,006","30,645","125,825",,"1,815",162,"19,800",41220.525,-16.71%
94,Y,new,936,Ash & Erie,Fashion & Apparel,,,"29,552",https://ashanderie.com,,,,,https://ashanderie.com/,#REF!,,,,,https://www.facebook.com/ashanderie,"6,878","6,452",https://www.instagram.com/ashanderie/,https://pinterest.com/ashanderie/,https://www.youtube.com/watch?v=v8-eHiBvnAU,https://www.tiktok.com/@ashanderie?lang=en,https://twitter.com/ashanderie,"46,268","6,665","11,130",,4,132,21,4477.45,113.06%
1279,,1800,937,Nuggs,Food & Beverage,US,2018,"29,486",https://eatnuggs.com/,"Plant-Based,Pantry",NUGGS utilize an advanced soy protein technology that enables a hyper-realistic simulation of the texture and flavor of an animal-based nugget.,"Refersion,DoorDash,Bold UpSell,Dovetale,Refersion for Shopify,Yotpo,Amplitude,Skio,Hotjar,Webflow,Postscript,Klaviyo,Batch,Flow Space,Bold Commerce,Drip,Recharge Payments,Vercel,Ramp,CrazyEgg,Shopify,Next.js,Segment,route",,https://www.linkedin.com/company/simulate/,#REF!,New York,Privately Held,not_avil,11-50 employees,https://www.facebook.com/consumesimulate,"14,692","13,776",https://www.instagram.com/simulate/,,https://www.youtube.com/channel/UCeOoNb6g81tsaL4AQ8Luv3A,,#N/A,"32,194","14,234","81,415",5,,,"15,100",25423,-1.63%
146,,master,938,Banza,Food & Beverage,US,2014,"29,360",https://www.eatbanza.com,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQExyFLddGzs2Q/company-logo_400_400/0/1519863406692?e=1634169600&v=beta&t=7N0YAiPTzHKnRf_lTFZp13oHgNwOeLIrf1RYORQzLwA,https://www.linkedin.com/company/banza/,#REF!,"New York, NY",Privately Held,not_avil,11-50 employees,https://www.facebook.com/EatBanza,"45,014","43,960",https://www.instagram.com/EatBanza/,https://www.pinterest.com/EatBanza/,https://www.youtube.com/watch?v=JTT6HruzOwY,https://www.tiktok.com/@eatbanza?lang=en,https://twitter.com/eatbanza,0,"44,487","243,058",554,"1,946","3,457","6,412",73399.25,#N/A
1948,Y,Country - India,939,Wow Skin Science,Beauty & Cosmetics,,,"29,327",https://www.buywow.com/,,,,,,#REF!,,,,,https://www.facebook.com/wowskinscience,,,https://www.instagram.com/wowskinscience/,https://www.pinterest.com/wowskinscience/,https://www.youtube.com/c/WOWSkinScienceIndia,https://www.tiktok.com/@wowskinscience?,https://twitter.com/WOWSkinScience,0,0,"265,935","30,100","4,393","10,500",,73318.4,#N/A
1916,,1800,940,Western Rise,Fashion & Apparel,US,2013,"29,228",https://westernrise.com/,Casual Wear,"Performance clothing that works for anything your day may bring. Versatile, quality, stylish, and sustainable clothing that allows you to own less and experience more.","AddShoppers,Zendesk,Carro,Turn,Shogun,Refersion,OptinMonster,LimeSpot,ShopMessage,Teads,Ruby,Smile IO,In Cart UpSell,Conjured Referrals,Refersion for Shopify,Quantity Breaks,Yotpo,Afterpay,Back in Stock,Gorgias,Lifetimely,Order Deadline,VYRL,MailChimp,Stamped,LiveRamp,Wistia,Junip,Unbounce,Klaviyo,Returnly,UpSellit,Snowplow,Bold Commerce,Rebuy,Shoelace,JustUno,Mixpanel,Fera,Outbrain,Shopify,Lucky Orange,Sumo",,https://www.linkedin.com/company/western-rise/,#REF!,"Telluride, CO",Privately Held,"Apparel, Technical Fabrics, Outdoor Apparel, and Fashion",1-10 employees,https://facebook.com/westernrise,"9,359","8,905",https://instagram.com/western_rise,https://pinterest.com/WESTERNRISE/_created/,https://www.youtube.com/watch?v=DuhrKSrvYdQ,https://www.tiktok.com/@westernrise?,https://twitter.com/western_rise,"34,655","9,132","74,812",195,"1,137",76,,21087.3,10.41%
1941,Y,Country - Korean,941,Wisely,Beauty & Cosmetics,US,not_avil,"29,225",https://wisely.wiselycompany.com/,Razor ,,,,https://www.linkedin.com/company/wisely-inc/,#REF!,"Ann Arbor, Michigan",Privately Held,"Guest Experience, Restaurant Marketing, Restaurant Operations, Hospitality, Reservations, Table Management, Social Wi-Fi, Mass & Triggered Emails, Feedback, Waitlist, Reservation System, and POS Integration",51-200 employees,https://www.facebook.com/wiselyshave,"37,937","36,936",https://www.instagram.com/wiselyshave/,,https://www.youtube.com/watch?v=5_ZChKeTU1Y,,https://twitter.com/wiselycompany,"41,496","37,437","5,798",70,,,,10819.125,#VALUE!
1091,Y,DTC-List,942,Luca Faloni,Fashion & Apparel,IT,2014,"28,931",https://lucafaloni.com/,,"Luca Faloni menswear collection, crafted in Italy with the finest materials and a modern fit. Linen Shirts, Linen Trousers, Cotton Piqué.",Shopify,,https://www.linkedin.com/company/luca-faloni,#REF!,Milano,Privately Held,"Fashion, Menswear, Made in Italy, Craftmanship, and Lifestyle",11-50 employees,https://www.facebook.com/lucafaloni,"20,389","17,873",https://www.instagram.com/lucafaloni/,https://www.pinterest.co.uk/lucafaloni/,https://www.youtube.com/channel/UCLhQMDCjsd0OlYsqmHAxVsQ,,https://twitter.com/lucafaloni,"32,917","19,131","71,917",100,466,,"1,527",22953,4.15%
930,,1800,943,Jimmy Fairly,Accessories,,,"28,838",https://jimmyfairly.co.uk/,"Eyewear,Accessories","Jimmy Fairly is a french eyewear company. All their glasses are designed by their Studio in Paris and then assembled by hand in France, in their Workshop. They skip the middlemen and offer the best quality products, at a fair price.","Magento,Shogun,Back in Stock,WisePops,Shopify,Cookie Consent by Osano,Hotjar,Weglot,Stamped",,https://www.linkedin.com/showcase/jimmy-fairly/,#REF!,,,,,https://www.facebook.com/jimmyfairly/,"48,000",,https://www.instagram.com/jimmyfairly/,https://www.pinterest.fr/jimmyfairly/boards/,https://www.youtube.com/user/JimmyFairly,https://vm.tiktok.com/ZMRghmHvr/,https://twitter.com/JimmyFairly,"15,953","24,000","168,105",16,"1,246",281,182,48165.35,-15.02%
1230,,1800,944,Natalist,Health & Wellness,US,2019,"28,504",https://natalist.com/,Reproductive Health,Everything you need to increase your chances of conceiving and kick-start a healthy pregnancy. All of that with with a net-zero plastic footprint.,"Prismic,Yotpo,Klaviyo,WordPress,Tapfiliate,Shopify,Coop Commerce,Lucky Orange,MailChimp,Jetpack",,https://www.linkedin.com/company/natalistco,#REF!,US,Privately Held,not_avil,11-50 employees,https://www.facebook.com/natalistco,805,721,https://www.instagram.com/natalistco/,https://www.pinterest.com/natalistco/,https://www.youtube.com/channel/UCn1rM4kty1WSMnCNscKHgCw,https://www.tiktok.com/@natalistco?,https://twitter.com/natalistco,"43,779",763,"16,438",35,417,"5,390","1,861",5590.45,-3.43%
1110,,master,945,M.Gemi,Fashion & Apparel,US,2015,"28,241",mgemi.com,,,Shopify,https://media-exp1.licdn.com/dms/image/C560BAQEOuXwdl8POgA/company-logo_400_400/0/1612980403178?e=1634169600&v=beta&t=gjuoCKdbXfmiAVHrCMpn48FkUWvuro6f2JQWVMLNFk8,https://www.linkedin.com/company/m-gemi/,#REF!,"Boston, Massachusetts",Privately Held,"Shoes, Italian, Handcrafted, Luxury, Heels, Sandals, Sneakers, Flats, Moccasins, Wardrobe Essentials, Loafers, Oxfords, Drivers, Boots, and Belts",11-50 employees,https://www.facebook.com/mgemishoes,"142,373","138,894",https://www.instagram.com/mgemi/,https://www.pinterest.com/mgemi/,https://www.youtube.com/c/MGemiShoes,,https://twitter.com/mgemi,0,"140,634","135,607",254,"20,420",,"4,835",70602.725,#N/A
1502,,1800,946,Ripple,Health & Wellness,GB,not_avil,"28,205",https://www.therippleco.co.uk/,Smoking,Ripple offers botanical blends & zero-nicotine formulas as a non-addictive and plant-powered alternative to cigarettes.,"Bold Subscriptions,Hubspot,Ohi,Okendo,Shogun,Yotpo,CrazyEgg,Klaviyo,Matomo,Shopify,Bold Commerce,MailChimp",,https://www.linkedin.com/company/therippleco/,#REF!,"London, England",Privately Held,not_avil,1-10 employees,https://www.facebook.com/ripple.co,"1,874","1,782",https://www.instagram.com/therippleco/,https://pinterest.com/therippleco/_created/,https://www.youtube.com/watch?v=qY5CRNzemKI,https://www.tiktok.com/@therippleco?lang=en,https://twitter.com/therippleco?lang=en,0,"1,828","102,580",133,15,"221,600",699,70512.6,#N/A
1894,Y,new,947,Wacaco,Home & Kitchen,HK,2013,"28,155",https://www.wacaco.com/,,,,,https://www.linkedin.com/company/wacaco/,#REF!,"Kowloon, Hong Kong",Partnership,"Espresso machine, Coffee maker, Appliance, and Gift",11-50 employees,https://www.facebook.com/groups/wacaco/,,,https://www.instagram.com/wacaco_official/,https://www.pinterest.com/wacaco_ltd/,https://www.youtube.com/watch?v=lY5Pt957RhE,https://www.tiktok.com/@wacaco?,https://twitter.com/wacaco_ltd,"37,295",0,"53,615","6,210","2,076",37,,14446.45,-4.07%
1345,,master,948,Outer,Home & Kitchen,US,not_avil,"28,087",https://liveouter.com,,,,https://media-exp1.licdn.com/dms/image/C560BAQHu22kJ_O0I4g/company-logo_400_400/0/1549913115560?e=1634169600&v=beta&t=Dv7o7tu5I_400bIa1SWAzs8Uh4919U-FUMGGY1193is,https://www.linkedin.com/company/outer/,#REF!,"Santa Monica, California",Privately Held,not_avil,11-50 employees,https://www.facebook.com/liveouter,"31,197","28,066",https://www.instagram.com/liveouter/,https://www.pinterest.com/liveouter/,https://www.youtube.com/c/OuterVideo,https://www.tiktok.com/@liveouter?,https://twitter.com/liveouter/,"30,344","29,632","67,195","2,350","1,745",270,,24700.375,2.66%
481,Y,Country - Korean,949,Doctor Noah,Health & Wellness,GB,2015,"27,970",https://www.doctornoah.net/,Toothbrush and Toothpaste ,,,,https://www.linkedin.com/company/dock-&-bay/,#REF!,"London, London",Privately Held,"Beach accessories, Travel products, Beach & Travel towels, e-commerce, home towels, hair towels, and fitness",11-50 employees,https://www.facebook.com/dr.noahstory/,838,769,https://www.instagram.com/dr.noah_story/,,https://www.youtube.com/channel/UCzlo-f6vhgV1uz0ah4aJxIg,,,"45,017",804,"6,189",174,,,"6,245",2398.725,-100.00%
942,Y,2:00 PM,950,JUDY,"Fitness, Sports and Outdoors",US,2019,"27,782",readyjudy.com,,,Shopify,,https://linkedin.com/company/readyjudy,#REF!,"New York, NY",Privately Held,not_avil,1-10 employees,https://facebook.com/pg/readysetjudy,"5,167","4,591",https://instagram.com/readysetjudy,https://pinterest.com/readysetjudykit,,,https://twitter.com/ReadySetJUDY,"35,491","4,879","59,934",,75,,121,16219.1,#VALUE!
1921,,1800,951,Whirli,Mom & Baby,GB,2018,"27,594",https://whirli.com/,Kids supplies,"A Whirli subscription gives parents and their little one(s) access to a huge shareable toy box for a monthly price. Parents pick the toys they want, Whirli delivers them, and the parents simply send them back when they are done in exchange for something else.","Zendesk,WordPress,Intercom,Trustpilot,FullStory,Hotjar,MailChimp",,https://www.linkedin.com/company/giveitawhirli/,#REF!,"London, London",Privately Held,Toys and Subscription Service,11-50 employees,https://www.facebook.com/GiveItAWhirli/,"14,222","13,416",https://www.instagram.com/giveitawhirli/?hl=en,https://pinterest.com/giveitawhirli/_created/,https://www.youtube.com/watch?v=gXDJrjC54wg,,https://twitter.com/GiveItAWhirli,"39,053","13,819","27,760",56,63,,,10406.3,20.36%
1416,,1800,952,Pluto,Home & Kitchen,US,2018,"27,576",https://plutopillow.com/,Bedding & bath,"Pluto makes a pillow crafted just for you. Custom-built to your body stats, how you sleep, and what you like; all for $95 with free shipping and returns. 100 night risk-free trial!","Mouseflow,Wistia,Last Second Coupon by Hextom,Gorgias,Judge Me,Shopify,MailChimp",,https://www.linkedin.com/company/plutobrand/,#REF!,"City of Industry, California",Privately Held,not_avil,1-10 employees,https://facebook.com/plutopillow,,,https://instagram.com/plutopillow,https://pinterest.com/pluto_pillow/_created/,https://www.youtube.com/watch?v=3xCXo_QoKXQ,https://www.tiktok.com/@plutopillow?,https://twitter.com/plutopillow,"43,494",0,"6,984",15,1,500,"18,500",3698.3,5.89%
1249,,1800,953,Neuro,Health & Wellness,US,2015,"27,518",https://getneuro.com/,Vitamins & Supplements,Neuro has dedicated the past 5 years to create great-tasting products that conveniently and effectively get us in the right mental state at the right time.,"AddShoppers,Hubspot,Carro,Refersion,accessiBe,Bold UpSell,Dovetale,Smile IO,In Cart UpSell,Emotive,Refersion for Shopify,Afterpay,Privy,WisePops,ManyChat,Cookie Consent by Osano,VYRL,Hotjar,Stamped,LiveRamp,Klaviyo,UpSellit,Matomo,Bold Commerce,Zipify,Trustpilot,Recharge Payments,Retention Science,Last Second Coupon by Hextom,CrazyEgg,Canal,Shopify,route",,https://www.linkedin.com/company/getneuro/,#REF!,"Los Angeles, California",Privately Held,"Confectionary, Nootropics, Chewing Gum, Biohacking, Health and Wellness, Supplements, and Vitamins",11-50 employees,https://www.facebook.com/getneuro,"6,189","5,986",https://www.instagram.com/neurogum/,https://www.pinterest.fr/getneuro/_created/,https://www.youtube.com/channel/UCWdL50Fu4ercfT5HDmGMdlw,https://www.tiktok.com/@neurogum?,https://twitter.com/neurogum,"40,010","6,088","27,595",51,50,34,"3,430",8780.575,-15.37%
1521,,1800,954,Rooted,Home & Kitchen,US,2018,"27,469",https://heyrooted.com/,Plants & flowers,"Rooted is a modern-day plant company reconnecting you to nature, one houseplant at a time.","Boost Commerce,Bold Checkout,In Cart UpSell,Conjured Referrals,Back in Stock,Gorgias,Octane AI,Cloverly,Hotjar,Pixelpop,Klaviyo,Littledata,Recharge Payments,Pixel Union,Mixpanel,ProfitWell,Shopify,Segment,Klarna",,https://www.linkedin.com/company/rootedplants/,#REF!,New York,Privately Held,not_avil,1-10 employees,https://www.facebook.com/heyrooted,"9,587","8,869",https://instagram.com/heyrooted,https://pinterest.com/heyrooted/_created/,https://www.youtube.com/watch?v=Gk4HpSdZjBA,https://www.tiktok.com/@heyrooted?,https://twitter.com/heyrooted,"29,717","9,228","86,488",175,237,76,"1,153",24097.6,-29.66%
1753,,1800,955,The Good Patch,Health & Wellness,,,"27,455",https://thegoodpatch.com/,CBD & THC,"The Good Patch is revolutionizing the wellness industry with an array of elite hemp-infused and plant based patches. It's a simple, effective way to relieve life's aches and pains.","Neat AB,Algolia,Bold UpSell,Yotpo,Back in Stock,Lifetimely,Hotjar,MailChimp,Klaviyo,AppHQ,Bold Commerce,Recharge Payments,Rebuy,Sezzle,Attentive,JustUno,Last Second Coupon by Hextom,Okendo,GRIN,Squarespace,HiConversion,Shopify,ShoppingGives,route,Exit Intelligence",,,#REF!,,,,,https://www.facebook.com/mygoodpatch/,"13,274","12,038",https://www.instagram.com/thegoodpatch,https://www.pinterest.com/TheGoodPatchLaMend/,https://www.youtube.com/watch?v=mdlUUBPp2_Q,https://www.tiktok.com/@thegoodpatch,https://twitter.com/thegoodpatch,"25,918","12,656","61,965",7,108,"55,500",,29761.7,80.22%
985,,1800,956,Kinship,Beauty & Cosmetics,US,2019,"27,455",https://lovekinship.com/,Skincare,"KINSHIP combines wellness with science-led skincare to create affordable, clean, high-performance, consciously-packaged and cruelty-free products. Every product is centered around the Kinbiome™– a proprietary microbiome technology that supports a healthy skin barrier.","Afterpay,Okendo,Klaviyo,Yotpo,Back in Stock,Gorgias,Shopify,Intercom,Raygun,Recharge Payments,Hotjar,Smooch,Postscript,SMSBump",,https://www.linkedin.com/company/kinshipco/,#REF!,"New York , NY",Privately Held,not_avil,51-200 employees,https://www.facebook.com/Kinship-110285236990911/,"1,758","1,616",https://www.instagram.com/lovekinship/,https://www.pinterest.com/lovekinship,https://www.youtube.com/channel/UCesa-HpFNdPGWcFTjPYJBzw,https://www.tiktok.com/@lovekinship,https://twitter.com/lovekinship,"34,998","1,687","40,694",8,165,"8,328","38,700",16140.3,-11.52%
1308,Y,2:00 PM,957,Olipop,Food & Beverage,US,2017,"27,366",drinkolipop.com,,,Shopify,,https://www.linkedin.com/company/olipop-pbc,#REF!,"Oakland, California",Privately Held,"beverage, microbiology, consumer packaged goods, digestive health, gut health, and prebiotics",11-50 employees,https://www.facebook.com/Olipop-162352551085006/,"10,541","9,770",https://www.instagram.com/drinkolipop/,https://www.pinterest.fr/drinkolipop/_created/,https://www.youtube.com/watch?v=IWlXofmYnFY,https://www.tiktok.com/@drinkolipop?,https://twitter.com/drinkolipop,"23,594","10,156","119,051",135,92,"2,881","1,217",33024.375,14.49%
611,Y,Country - Argentina,958,Felices Las Vacas,Food & Beverage,,,"27,166",https://www.felicesatucasa.com/,Vegan food,,,,https://www.linkedin.com/in/felices-las-vacas/,#REF!,,,,,https://www.facebook.com/feliceslasvacas,"36,592","34,346",http://instagram.com/felices_las_vacas,,https://www.youtube.com/watch?v=w7khmSK18rQ,https://www.tiktok.com/@feliceslasvacas?,https://twitter.com/share?url=https://www.felicesatucasa.com/productos/postrecito-sabor-chocolate/,0,"35,469","236,190",,,5,,67915.75,#N/A
381,,1800,959,Colugo,Mom & Baby,US,2017,"27,072",https://hicolugo.com/,Kids supplies,Colugo designs products to help you feel confident taking on the adventure of parenthood.,"Viral Loops,Shogun,Signifyd,Affirm,Friendbuy,Privy,Swell Rewards,Yotpo,Amplitude,Back in Stock,Sendgrid,Gorgias,FullStory,Hotjar,Iterable,Klaviyo,Kustomer,Squarespace,Shopify,Clyde,Zonos",,https://www.linkedin.com/company/hi-colugo/,#REF!,"Philadelphia, Pennsylvania",Privately Held,not_avil,1-10 employees,https://www.facebook.com/hicolugo,"8,093","7,418",https://www.instagram.com/hicolugo/,https://pinterest.com/hicolugo/_created/,https://www.youtube.com/channel/UCBxkd7-KCwalDkOCL9cN1NA,https://www.tiktok.com/@hicolugo?,https://www.twitter.com/hicolugo,"34,852","7,756","52,538",311,812,102,"2,217",15402.725,4.38%
195,Y,Country - Taiwan,960,Bffect,Beauty & Cosmetics,,,"27,069",https://bffect.com/en/product-list,,,,,,#REF!,,,,,https://www.facebook.com/notes/bffect/bffect%E5%85%A9%E4%BB%A3%E7%8E%BB%E5%B0%BF%E9%85%B8%E6%AF%94%E7%9C%8B%E7%9C%8B/2603472553020092/,"47,641","43,406",https://www.instagram.com/bffect/,https://pinterest.com/bffectbeauty/_saved/,,,,"37,142","45,524","1,147",,0,,"2,923",11959.925,#VALUE!
811,,1800,961,Heights,Health & Wellness,GB,2018,"26,977",https://www.yourheights.com/,Vitamins & Supplements,"Everything your brain needs to thrive can be found in natural food, but everyone struggles to maintain the optimal brain-food diet with the reality of a busy modern life. It’s why Heights was created.","Hubspot,Viral Loops,Shogun,Tapfiliate,Bold Checkout,Smile IO,Yotpo,Gorgias,Hotjar,Mention Me,Klaviyo,Gatsby JS,Contentful,Matomo,Littledata,Intercom,Heap,Trustpilot,Elfsight,Last Second Coupon by Hextom,Tidio,Mixpanel,Typeform,Shopify,Segment,Smooch",,https://www.linkedin.com/company/yourheights/,#REF!,"London, London",Privately Held,not_avil,11-50 employees,https://facebook.com/yourheightspage,"7,570","7,307",https://www.instagram.com/yourheights/,https://pinterest.com/yourheights/_created/,https://youtube.com/c/HeightsHQ,https://www.tiktok.com/@yourheights?,https://www.twitter.com/yourheights,"37,761","7,439","30,513","2,770",7,124,"8,726",10801.125,27.39%
948,,master,962,June,Home & Kitchen,US,not_avil,"26,939",https://juneoven.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQFbxz0DJHBM8A/company-logo_400_400/0/1603305660912?e=1634169600&v=beta&t=Pei-7OhnvwZm1nC4Z-TEZPRgHL3TdlvddWPDGueChIE,https://tr.linkedin.com/company/june,#REF!,not_avil,not_avil,not_avil,not_avil,https://www.facebook.com/thejuneoven,"25,103","24,580",https://www.instagram.com/june/,https://www.pinterest.com/thejuneoven/,https://www.youtube.com/channel/UCfDsjpoi4sNIZcyPYh3cXYg,,https://twitter.com/june,"35,983","24,842","26,396","3,610",445,,,13373.125,-4.20%
953,,1800,963,Jupiter,Beauty & Cosmetics,US,2020,"26,817",https://hellojupiter.com/,Hair Care,"Jupiter set out to make the most beautiful and effective products for your scalp and hair, not only by using the best, most luxe ingredients, but by changing mindset and the conversation entirely — channeling energy into positivity.","Zigpoll,Carro,Viral Loops,Shogun,POWr,Tapfiliate,Refersion,Gladly,Yotpo,Amplitude,Lifetimely,ManyChat,Yieldify,Hotjar,Stamped,Talkable,Klaviyo,Littledata,Snowplow,Attentive,Recharge Payments,Mixpanel,Shopify,Segment,route,Smooch",,https://www.linkedin.com/company/jupiterthebrand/,#REF!,"New York, NY",Privately Held,not_avil,1-10 employees,https://www.facebook.com/hellojupiter/,"1,039",969,https://www.instagram.com/hellojupiter/,https://www.pinterest.com/JupiterTheBrand,,,http://twitter.com/share?text=Dandruff vs. Dry Scalp: What’s The Difference?&url=https://hellojupiter.com/learn/scalp-health-101/dandruff-vs-dry-scalp,"43,360","1,004","6,960",,36,,101,2002.9,1.47%
594,,master,964,FANCHEST,"Fitness, Sports and Outdoors",US,2015,"26,765",http://www.fanchest.com/,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQE_HmgVVYlFfg/company-logo_400_400/0/1519930457424?e=1634169600&v=beta&t=ZwDh-dQPsGTDcqHafrOnJNpkjEc6jJRWubBcJFCjcbE,https://www.linkedin.com/company/fanchest-inc-,#REF!,"Brooklyn, NY",Privately Held,not_avil,11-50 employees,https://www.facebook.com/TheFANCHEST/,"234,944","234,878",https://www.instagram.com/thefanchest/,https://www.pinterest.ca/thefanchest/_created/,https://www.youtube.com/channel/UCgt85uwHhAG_j6wO9Wr9XRQ,,https://twitter.com/thefanchest,0,"234,911","31,790",4,"1,879",,"1,434",66913.2,#N/A
